David Tennant,38.0
David Bowie,43.0
David Beckham,43.0
Danica Patrick,31.0
Christina Hendricks,31.0
Chelsea Handler,37.0
Céline Dion,38.0
Carrie Underwood,31.0
Camilla Belle,29.0
Brooke Hogan,26.0
Brandy Ledford,36.0
Bill Maher,46.0
AnnaSophia Robb,24.0
Anna Popplewell,21.0
Ann Coulter,41.0
Amy Lee,30.0
Anna Nicole Smith,30.0
Prince Harry,32.0
Zooey Deschanel,25.0
Yvonne Craig,24.0
Yasmine Bleeth,33.0
Winona Ryder,33.0
Victoria Beckham,32.0
Vanessa Paradis,30.0
Ursula Andress,30.0
Uma Thurman,38.0
Traci Lords,23.0
Topher Grace,35.0
Tom Welling,32.0
Tom Felton,31.0
Tiffani Thiessen,29.0
Teri Hatcher,30.0
Tawny Kitaen,31.0
Tara Reid,32.0
Stephanie Seymour,37.0
Fergie,34.0
Fergie,23.0
Fergie,28.0
Sondra Locke,29.0
Sienna Miller,30.0
Shia LaBeouf,30.0
Sheryl Crow,31.0
Sharon Tate,28.0
Sharon Stone,32.0
Shannen Doherty,28.0
Shane West,36.0
Sean Penn,51.0
Sarah Michelle Gellar,35.0
Sarah Jessica Parker,43.0
Ryan Phillippe,30.0
Rupert Grint,32.0
Robert Downey Jr.,44.0
Rita Hayworth,28.0
Renée Zellweger,37.0
Reese Witherspoon,31.0
Rachel Weisz,33.0
Rachael Leigh Cook,32.0
Priscilla Presley,38.0
Piper Perabo,35.0
Nikki Reed,31.0
Nigella Lawson,32.0
Nick Carter,36.0
Nick Carter,1.0
Natalie Wood,29.0
Mischa Barton,31.0
Milo Ventimiglia,36.0
Michelle Williams,31.0
Michelle Trachtenberg,22.0
Meg Ryan,32.0
Mary-Kate Olsen,28.0
Mark Wahlberg,42.0
Mariska Hargitay,37.0
Marisa Tomei,29.0
Marilyn Manson,39.0
Mandy Moore,30.0
Mackenzie Rosman,20.0
Macaulay Culkin,25.0
Liv Tyler,28.0
Liam Neeson,39.0
Leah Remini,32.0
Lauren Graham,37.0
Laura Prepon,33.0
Lana Wood,33.0
Kylie Minogue,34.0
Kristen Bell,26.0
Kirstie Alley,43.0
Kim Basinger,30.0
Kid Rock,42.0
Kenny Chesney,37.0
Keira Knightley,30.0
Katie Cassidy,33.0
Katherine Heigl,31.0
Kate Winslet,26.0
Kate Hudson,31.0
Kate Bosworth,28.0
Kate Beckinsale,32.0
Katarina Witt,34.0
Justin Long,31.0
Julia Stiles,29.0
Julia Roberts,37.0
Jude Law,38.0
Josh Groban,31.0
Jon Bon Jovi,29.0
John Stamos,41.0
John Cusack,43.0
Jodie Sweetin,24.0
Jodie Foster,31.0
Joaquin Phoenix,38.0
Joan Collins,29.0
Jim Morrison,30.0
Jim Carrey,45.0
Jessica Hahn,35.0
Jesse McCartney,26.0
Jensen Ackles,31.0
Jennifer Grey,26.0
Jennifer Garner,35.0
Jennifer Connelly,30.0
Jason Statham,43.0
Jared Padalecki,32.0
January Jones,29.0
Janis Joplin,28.0
Jane Fonda,27.0
Jamie Lynn Spears,29.0
Jamie Lee Curtis,49.0
Jacqueline Bisset,28.0
Inger Stevens,29.0
Helen Mirren,56.0
Heidi Klum,37.0
Heather Graham,33.0
Heather Graham,3.0
Heath Ledger,33.0
Hayden Christensen,29.0
Gwyneth Paltrow,36.0
Ginger Lynn,40.0
George Strait,45.0
George Clooney,53.0
Farrah Fawcett,31.0
Evangeline Lilly,31.0
Evan Rachel Wood,31.0
Eva Green,29.0
Erika Eleniak,31.0
Emmy Rossum,26.0
Elvis Presley,26.0
Elle Macpherson,34.0
Eliza Dushku,29.0
Elisha Cuthbert,26.0
Elijah Wood,27.0
Edward Norton,39.0
Dwight Yoakam,40.0
Drew Barrymore,34.0
Dorothea Hurley,43.0
Diane Lane,34.0
Diane Kruger,30.0
Denise Richards,36.0
Danielle Fishel,33.0
Daniel Radcliffe,27.0
Daniel Craig,42.0
Dakota Fanning,25.0
Courtney Thorne-Smith,36.0
Courteney Cox,41.0
Clint Eastwood,54.0
Claire Forlani,36.0
Cindy Crawford,42.0
Christina Ricci,31.0
Christina Aguilera,28.0
Chris Martin,32.0
Charlie Sheen,49.0
Charlie Hunnam,35.0
Channing Tatum,33.0
Chad Michael Murray,34.0
Catherine Zeta-Jones,31.0
Catherine Bell,30.0
Brooke Shields,41.0
Brittany Snow,29.0
Brigitte Nielsen,47.0
Bret Michaels,43.0
Beverly D'Angelo,39.0
Bettie Page,33.0
Ben Affleck,41.0
Barbra Streisand,35.0
Ashley Olsen,24.0
Ashley Judd,35.0
Anthony Kiedis,33.0
Ann-Margret,28.0
Anna Paquin,33.0
Anna Kournikova,31.0
Aly Michalka,25.0
Ali MacGraw,28.0
Alexis Bledel,32.0
Al Pacino,50.0
Adam Brody,30.0
Aaron Carter,31.0
Matthew Perry,44.0
Elizabeth Hurley,32.0
Kate Moss,32.0
Helena Christensen,36.0
Bobbie Brown,25.0
Gisele Bündchen,34.0
Brittany Daniel,33.0
Matthew McConaughey,46.0
Keith Urban,37.0
David Spade,45.0
Tommy Lee,44.0
Richie Sambora,36.0
Michael Bolton,47.0
Val Kilmer,33.0
Penélope Cruz,33.0
Nicole Kidman,34.0
Heather Locklear,28.0
Cher,27.0
Jake Paul,23.0
Lele Pons,23.0
Logan Paul,26.0
Serkan Çayoğlu,30.0
Hande Ercel,25.0
Sofia Carson,23.0
Joshua Dun,26.0
Abigail Ratchford,28.0
Ashton Irwin,29.0
Luke Hemmings,26.0
Meadow Walker,23.0
Luisa Zissman,33.0
Jai Brooks,18.0
Teo Halm,19.0
Bella Hadid,31.0
Corey Fogelmanis,17.0
Stacey Poole,26.0
Ansel Elgort,22.0
Ronnie Radke,29.0
Grace Helbig,33.0
Zedd (producer),26.0
Iggy Azalea,28.0
Martina Stoessel,26.0
Val Chmerkovskiy,33.0
Olivia Culpo,28.0
Pierson Fode,28.0
Tuvana Türkay,29.0
Lucy Collett,24.0
Andressa Urach,32.0
Sandra Mittica,30.0
Aryane Steinkopf,24.0
Mãdãlina Ghenea,32.0
Holly Hagan,28.0
Perrie Edwards,28.0
Ryan Guzman,29.0
Ryan Guzman,16.0
Rebecca Mir,24.0
Gizem Karaca,23.0
Monika Pietrasinska,31.0
Courtney Stodden,30.0
Mac Miller,30.0
Grigor Dimitrov,29.0
Halston Sage,23.0
Farah Zeynep Abdullah,27.0
Brenton Thwaites,25.0
Kira Kosarin,27.0
Cher Lloyd,24.0
Suki Waterhouse,23.0
Morgana McNelis,27.0
Ibrahim Celikkol,34.0
Kerem Bürsin,30.0
Grant Gustin,30.0
Valérie Cormier,30.0
Selen Soyder,26.0
Nina Agdal,28.0
Ruth Kearney,32.0
Pippa Middleton,34.0
Marika Fruscio,32.0
Natàlia Vélez,28.0
Charlotte Mckinney,25.0
Claudia Traisac,25.0
Maisie Williams,20.0
Wendy Fiore,29.0
Nathan Sykes,20.0
Rose Leslie,29.0
Neslihan Atagül,23.0
Kadir Dogulu,31.0
Daniela Katzenberger,32.0
Tim Tebow,30.0
Aletta Ocean,30.0
Nessa Devil,22.0
Natalia Siwiec,34.0
Chandler Riggs,24.0
Zak Bagans,32.0
Josh Bowman,29.0
Beshine,31.0
Emily Ratajkowski,25.0
Rosanna Pansino,30.0
Megan Auld,27.0
Ciara Bravo,20.0
Jai Courtney,32.0
Richard Madden,32.0
St. Vincent,30.0
Sherrie Swafford,31.0
Nur Fettahoglu,31.0
Derek Theler,30.0
Kesha,27.0
Chris Wood,29.0
Halit Ergenç,40.0
Caitlin Beadles,27.0
Miles Teller,31.0
Daren Kagasoff,26.0
Erin Heatherton,27.0
Genevieve Hannelius,18.0
Hailey Bieber,27.0
Madison Welch,26.0
Lauren Budd,30.0
Zoey Deutch,23.0
Chris Colfer,23.0
Jessie James Decker,32.0
Lucas Cruikshank,19.0
Mackenzie Foy,23.0
Daniel Lissing,30.0
Olga Farmaki,27.0
Ruby Rose,25.0
Eleanor Calder,23.0
Taylor Schilling,34.0
Katherine McNamara,25.0
Ryan Rottman,30.0
Jake Short,18.0
Marie Avgeropoulos,30.0
Emily Kinney,23.0
Zaira Nara,25.0
Altuna Sejdiu,28.0
Dafina Zeqiri,27.0
Francoise Boufhal,25.0
Xavier Samuel,23.0
Pixie Lott,29.0
Chris Zylka,27.0
Hadise,29.0
Lindsey Strutt,28.0
Shane Dawson,30.0
Karina Hart,28.0
Emily DiDonato,25.0
Suri Cruise,9.0
Hanna Prater,23.0
Luke Pasqualino,31.0
Ximena Duque,24.0
Deadmau5,38.0
David Paul Olsen,32.0
Adam Lambert,29.0
Max Carver,30.0
Helena Seger,33.0
Nadya Suleman,31.0
Hatice Sendil,27.0
